Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/02/12 00:00:00;2023/02/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;22.0;22.2916666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/13 00:00:00;2023/02/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;44.0;43.9083333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/14 00:00:00;2023/02/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;57.0;56.55;µg-m3;92.0;100;92.0;A;1;48.799168;2.130556
2023/02/15 00:00:00;2023/02/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;34.0;34.2583333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/16 00:00:00;2023/02/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;13.0;12.875;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/17 00:00:00;2023/02/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;11.0;10.9333333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/18 00:00:00;2023/02/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;6.6;6.6166666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/19 00:00:00;2023/02/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.5666666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/20 00:00:00;2023/02/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;31.0;31.0583333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/21 00:00:00;2023/02/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;44.0;44.0958333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/22 00:00:00;2023/02/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;18.0;17.8;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/23 00:00:00;2023/02/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;19.0;19.0708333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/24 00:00:00;2023/02/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;18.0;18.4625;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
